dataset	x	y
7	0.0149	-0.0798
7	-0.0418	-0.1758
7	-0.0339	-0.1372
7	-0.0895	-0.1701
7	0.5533	1.0
7	0.586	1.0157
7	0.5167	0.9904
7	0.5361	1.043
7	0.5286	0.9645
7	0.5786	0.9746
7	0.5328	0.9369
7	-1.0	1.0
7	-0.9004	1.0589
7	-0.9365	1.034
7	-0.8679	1.1175
7	-0.9374	1.0549
7	-0.8702	1.0642
7	-0.905	1.0231
8	-0.3533	-0.7733
8	-0.3501	-0.6912
8	-0.4353	-0.6981
8	-0.4126	-0.6363
8	-0.4873	-0.7243
8	-0.3929	-0.7077
8	-0.4635	-0.757
8	0.55	-0.4133
8	0.5614	-0.3245
8	0.5606	-0.3373
8	0.6268	-0.2538
8	0.5375	-0.2905
8	0.6066	-0.2322
8	0.5691	-0.2654
8	0.13	0.5233
8	0.1631	0.6018
8	0.1514	0.5434
8	0.2465	0.6222
8	0.2349	0.6088
8	0.3004	0.6448
8	0.213	0.5633
8	-0.7133	-0.0033
8	-0.6217	0.069
8	-0.6629	0.0064
8	-0.5864	0.0371
8	-0.6587	0.0198
8	-0.6215	0.0431
8	-0.7057	-0.0295
8	0.2	-0.9967
8	0.2889	-0.943
8	0.2811	-1.0307
8	0.3555	-1.0212
8	0.3217	-1.0572
8	0.3905	-0.9723
8	0.2971	-0.9817
8	-0.15	-0.3433
8	-0.1004	-0.2498
8	-0.1644	-0.2504
8	-0.0939	-0.2106
8	-0.1363	-0.2169
8	-0.0401	-0.1487
8	-0.0591	-0.2421
8	-1.0	-0.9167
8	-0.9168	-0.8675
8	-0.9495	-0.9546
8	-0.8581	-0.9218
8	-0.8785	-0.9978
8	-0.8518	-0.9878
8	-0.8984	-1.0682
8	-1.0	-0.9167
8	-0.9645	-0.8876
8	-1.0047	-0.9347
8	-1.0016	-0.8957
8	-1.047	-0.9227
8	-1.0201	-0.8611
8	-1.1047	-0.8796
8	0.9967	0.45
8	1.0364	0.478
8	1.0147	0.4554
8	1.1096	0.4671
8	1.0808	0.438
8	1.1641	0.5092
8	1.1125	0.5048
8	-0.15	-0.3433
8	-0.1346	-0.3119
8	-0.2036	-0.3196
8	-0.1107	-0.3109
8	-0.1581	-0.4032
8	-0.1406	-0.3034
8	-0.1543	-0.3758
8	0.2	-0.9967
8	0.2484	-0.921
8	0.2356	-0.9824
8	0.2925	-0.9591
8	0.2161	-1.0263
8	0.2385	-0.9791
8	0.1649	-1.0694
8	0.9967	-0.9967
8	1.0849	-0.9883
8	1.0386	-1.0319
8	1.1207	-0.9631
8	1.0977	-1.0484
8	1.1688	-1.0274
8	1.1331	-1.0524
8	-0.8467	1.0
8	-0.7487	1.0263
8	-0.7787	0.9356
8	-0.7645	0.9596
8	-0.8602	0.9578
8	-0.8516	1.0157
8	-0.9338	0.9752
8	-0.15	-0.3433
8	-0.0921	-0.3348
8	-0.097	-0.3694
8	-0.0337	-0.3625
8	-0.1114	-0.4182
8	-0.0686	-0.3213
8	-0.1062	-0.3623
8	0.9967	0.45
8	1.0962	0.4921
8	1.0065	0.4855
8	1.007	0.4946
8	0.9523	0.4016
8	1.0168	0.4732
8	0.9941	0.4119
8	0.9967	1.0
8	1.0268	1.0421
8	0.9403	0.9544
8	0.9575	1.0428
8	0.9055	0.9838
8	0.9187	1.0613
8	0.8783	1.0474
8	-0.8467	1.0
8	-0.8129	1.0201
8	-0.8437	0.9717
8	-0.8333	1.0088
8	-0.885	0.9347
8	-0.7925	0.9879
8	-0.8751	0.9011
8	-1.0	1.0
8	-0.9695	1.0589
8	-1.0481	0.965
8	-0.9902	0.9716
8	-1.0741	0.9275
8	-0.9903	1.0125
8	-1.0337	0.9711
8	-1.0	-0.9167
8	-0.9171	-0.8201
8	-0.9957	-0.8789
8	-0.9578	-0.8457
8	-0.9863	-0.8934
8	-0.895	-0.8792
8	-0.9469	-0.9108
8	-0.15	-0.3433
8	-0.0694	-0.2832
8	-0.1584	-0.3273
8	-0.0964	-0.2473
8	-0.175	-0.3334
8	-0.1265	-0.2619
8	-0.2093	-0.272
9	-0.2433	-0.48
9	-0.2091	-0.4141
9	-0.2633	-0.4587
9	-0.1749	-0.4022
9	-0.2142	-0.4963
9	-0.1864	-0.4911
9	-0.2735	-0.5899
9	0.7	-0.33
9	0.7232	-0.243
9	0.6359	-0.2668
9	0.7239	-0.1876
9	0.7014	-0.1997
9	0.7027	-0.1361
9	0.6877	-0.1625
9	0.75	0.7
9	0.7693	0.7906
9	0.755	0.696
9	0.825	0.7879
9	0.7891	0.7772
9	0.8857	0.7942
9	0.7862	0.7039
9	-0.3233	0.4933
9	-0.2838	0.4983
9	-0.3567	0.4936
9	-0.2766	0.5712
9	-0.2817	0.5285
9	-0.2409	0.5379
9	-0.3019	0.5302
9	0.47	0.2933
9	0.5132	0.298
9	0.4984	0.282
9	0.5004	0.3588
9	0.4861	0.353
9	0.4997	0.402
9	0.4258	0.3613
9	-1.0	-0.3067
9	-0.9045	-0.2425
9	-0.9184	-0.2643
9	-0.8766	-0.1862
9	-0.8826	-0.2227
9	-0.8802	-0.2177
9	-0.8867	-0.2569
9	-1.0	-0.9967
9	-0.9788	-0.9911
9	-0.9949	-1.0225
9	-0.9894	-0.9229
9	-1.0859	-1.0149
9	-1.0479	-1.0018
9	-1.0846	-1.0801
9	0.3033	-0.9967
9	0.4012	-0.911
9	0.3613	-0.9958
9	0.4065	-0.9311
9	0.3362	-0.9907
9	0.3981	-0.9639
9	0.3451	-1.0227
9	0.9967	0.5267
9	1.0803	0.5541
9	1.0546	0.4981
9	1.113	0.5791
9	1.1107	0.5492
9	1.2039	0.6195
9	1.1862	0.5195
9	0.47	0.2933
9	0.4955	0.3497
9	0.4047	0.3124
9	0.4574	0.3278
9	0.3752	0.2971
9	0.4734	0.3002
9	0.4463	0.2565
9	0.3033	-0.9967
9	0.3312	-0.9846
9	0.3222	-1.0811
9	0.3551	-0.9937
9	0.3103	-1.0162
9	0.3379	-0.9831
9	0.3003	-1.0823
9	0.9967	-0.9967
9	1.0413	-0.9866
9	0.9946	-1.0053
9	1.0598	-0.9554
9	1.0057	-1.0252
9	1.0748	-0.992
9	1.0585	-1.0602
9	0.9967	1.0
9	1.0455	1.0913
9	0.985	1.0782
9	1.0258	1.1239
9	0.9824	1.0821
9	1.0446	1.1034
9	1.0248	1.0506
9	0.5667	1.0
9	0.5988	1.0317
9	0.5221	0.9805
9	0.5467	1.0401
9	0.5401	1.0207
9	0.614	1.0668
9	0.6041	0.9964
9	0.47	0.2933
9	0.4744	0.3227
9	0.4101	0.2709
9	0.4735	0.3525
9	0.459	0.3024
9	0.4716	0.3115
9	0.3934	0.2491
9	0.9967	0.5267
9	1.0945	0.5392
9	1.0664	0.5024
9	1.154	0.5438
9	1.1435	0.539
9	1.1622	0.5888
9	1.0932	0.5866
9	-1.0	1.0
9	-0.9043	1.0928
9	-0.984	1.0912
9	-0.901	1.1907
9	-0.9793	1.1656
9	-0.9666	1.2073
9	-1.0609	1.1299
9	-1.0	-0.3067
9	-0.9841	-0.2098
9	-1.0067	-0.3054
9	-0.9134	-0.2655
9	-1.0056	-0.2997
9	-0.9611	-0.2571
9	-0.9826	-0.2977
9	0.47	0.2933
9	0.5175	0.3812
9	0.469	0.2898
9	0.5083	0.3678
9	0.4761	0.2829
9	0.5688	0.3402
9	0.4854	0.2943
9	0.5667	1.0
9	0.6059	1.0164
9	0.5341	1.0076
9	0.5568	1.0137
9	0.4773	0.9603
9	0.5039	0.9968
9	0.4886	0.9634
